Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight
5919.15,6.0,64.0,31.04651877145812,31.04651877145812,0.0,0.04,0.0,0.25,0.47,0.75,0.0,0.0,2.09,2.0,7.72,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6097.77,169.71,1178.14,573.4294788439545,415.55751159890445,588.93,84666954.03768241,9.5,31.43890250685209,587.0438434669097,226484.86281924092,0.86,141.55
5097.14,6.0,64.0,27.783579021304,27.783579021304,0.0,0.05,0.05,0.09,0.35,0.91,0.0,0.0,1.67,1.93,5.41,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7241.32,187.22,1134.92,699.202510886731,366.7176195742232,699.3,84666954.03817907,9.5,34.39174067631431,517.7391204260555,194289.1322979433,0.94,141.55
4727.03,6.0,64.0,26.66908128166808,26.66908128166808,0.0,0.08,0.01,0.15,0.23,0.85,0.0,0.0,1.66,1.99,4.74,15.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6055.53,88.06,1390.88,580.4662271614266,513.9613301015165,531.32,84666954.03863725,9.5,32.48632549098946,727.4189184992749,297253.3517802467,0.94,141.55
4579.78,6.0,64.0,26.45140683800525,26.45140683800525,0.0,0.04,0.09,0.06,0.31,0.85,0.0,0.0,1.6,2.0,4.75,15.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3645.73,88.73,1052.35,329.595160831042,351.71410043982326,394.03,84666954.03895536,9.5,24.231078937184385,497.146225580265,180194.2354957104,0.9,141.55
3917.06,6.0,64.0,25.59512780034045,25.59512780034045,0.0,0.1,0.07,0.13,0.46,0.8,0.0,0.0,0.9,2.0,3.16,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2574.49,86.26,724.13,267.2373048709976,217.9601644122684,226.05,84666954.03920937,9.5,21.572545673922185,307.8127275857114,93959.1967423436,0.84,141.55
2443.02,6.0,64.0,22.02999081484616,22.02999081484616,0.0,0.14,0.0,0.37,0.32,0.63,0.0,0.0,1.52,2.0,5.05,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2409.09,61.6,525.14,233.06838920161368,185.8925234097369,198.28,84666954.03948152,9.5,19.080777313893485,263.1223354491352,103801.39813340949,0.84,141.55
4218.87,6.0,64.0,22.01692069150205,22.01692069150205,0.0,0.12,0.27,0.08,0.23,0.66,0.0,0.0,1.37,1.99,4.59,11.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3405.44,60.04,1081.77,284.7771327295426,370.6682444299644,350.55,84666954.03987947,9.5,22.35027405868237,524.530869667026,201485.52191176507,0.92,141.55
3314.24,6.0,64.0,21.203605976331183,21.203605976331183,0.0,0.01,0.28,0.14,0.12,0.58,0.0,0.0,1.29,2.0,4.01,11.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2515.61,81.64,857.75,240.8666417029393,256.4149381074994,220.65,84666954.04015201,9.5,19.76148009947024,363.1950562307461,127474.22942815216,0.88,141.55
5293.25,6.0,64.0,30.24720210853944,30.24720210853944,0.0,0.03,0.0,0.1,0.51,0.9,0.0,0.0,1.98,2.0,6.45,18.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3701.16,110.06,735.65,351.0098643926592,247.842216902342,368.66,84666954.0404086,9.5,23.86462310430882,350.5976064531995,128453.59647710517,0.73,141.55
6003.32,6.0,64.0,32.501566955428146,32.501566955428146,0.0,0.17,0.01,0.28,0.57,0.72,0.0,0.0,2.11,1.99,7.57,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5181.98,130.64,1156.0,480.1480476034114,353.4299807243478,459.3,84666954.04075064,9.5,29.047357643249665,500.40590203047583,164576.73370608888,0.92,141.55
2529.67,6.11,65.91,18.37636834291759,18.37636834291759,0.0,0.22,0.0,0.04,0.47,0.95,0.0,0.0,0.76,1.98,2.05,10.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,1846.61,82.0,534.92,175.19154278083457,146.41074641835638,153.41,84666954.04101929,9.5,17.294609063649908,207.20072940619983,62663.55044714559,0.84,141.55
3748.06,6.0,64.0,24.597355699626064,24.597355699626064,0.0,0.08,0.0,0.18,0.23,0.82,0.0,0.0,1.24,2.0,4.21,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,835.6,60.12,118.78,75.21158840896805,18.25306040264388,82.87,84666954.04141335,9.5,12.192957913256569,25.82806618773844,967.8100367447882,0.8,141.55
6091.0,6.0,64.0,27.46109502911033,27.46109502911033,0.0,0.09,0.0,0.21,0.29,0.8,0.0,0.0,0.73,2.0,5.37,16.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4609.24,163.0,845.5,472.7404252304283,307.3896026618888,454.61,84666954.04198076,9.5,26.934016546878627,434.73856695248514,197101.41679015267,0.88,141.55
7896.57,6.0,64.0,29.258019029952504,29.258019029952504,0.0,0.1,0.0,0.17,0.32,0.83,0.0,0.0,0.79,2.0,6.45,16.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5178.85,60.48,906.36,442.6132384144922,348.98732179158367,489.92,84666954.04252191,9.5,26.103674771972106,493.5854330173988,216421.8569217701,0.9,141.55
10213.78,6.0,64.0,35.10374450198372,35.10374450198372,0.0,0.04,0.02,0.2,0.54,0.79,0.0,0.0,0.94,1.99,8.06,21.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6137.14,105.78,1337.67,557.4532415224953,487.8145546638535,560.55,84666954.04293674,9.5,32.19067508961,690.1288102116491,274484.0231891981,0.94,141.55
4197.64,6.0,64.0,26.532550481944764,26.532550481944764,0.0,0.02,0.04,0.14,0.52,0.83,0.0,0.0,1.49,1.99,5.33,16.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2272.62,70.88,449.69,182.47007648345803,128.87960095349771,257.39,84666954.0432448,9.5,17.753067069797765,182.5408890614086,53660.06379033576,0.79,141.55
5159.4,6.0,64.0,28.290691011009816,28.290691011009816,0.0,0.0,0.01,0.19,0.74,0.8,0.0,0.0,1.02,2.0,4.67,19.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3088.59,160.08,680.09,310.22015361736646,177.2317526621353,276.34,84666954.04358047,9.5,23.54950867122416,250.9927582303077,73429.41618909428,0.74,141.55
4430.14,6.0,64.0,27.80301489962137,27.80301489962137,0.0,0.0,0.0,0.25,0.58,0.75,0.0,0.0,1.14,2.0,6.01,18.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1943.54,118.56,493.4,211.4993745959493,139.1879033373767,181.03,84666954.04384568,9.5,19.29703980810031,197.07199422555027,72492.3782465958,0.53,141.55
2295.99,6.0,64.0,21.971395257701005,21.971395257701005,0.0,0.0,0.0,0.42,0.51,0.58,0.0,0.0,1.39,2.0,5.74,12.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1839.09,92.36,551.47,173.9473067919353,134.09727245651067,167.78,84666954.04410316,9.5,18.328591615294204,189.8736853268552,40779.828057122526,0.8,141.55
2306.92,6.0,64.0,22.114450875807485,22.114450875807485,0.0,0.11,0.01,0.47,0.29,0.53,0.0,0.0,0.95,1.99,5.49,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1592.01,64.55,380.43,143.16500472828685,119.41738455993138,185.45,84666954.04441017,9.5,15.701593955103592,165.50417476843865,50833.83242845761,0.87,141.55
4049.01,6.0,64.0,23.751063839262542,23.751063839262542,0.0,0.18,0.0,0.18,0.5,0.82,0.0,0.0,1.38,2.0,4.4,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3509.45,102.01,1128.56,363.8903035831557,375.8616590680906,309.68,84666954.0452731,9.5,25.484026377420584,531.0152514616411,199113.2039095497,0.91,141.55
2694.68,6.0,64.0,18.794405801935152,18.794405801935152,0.0,0.16,0.0,0.17,0.34,0.83,0.0,0.0,0.9,2.0,4.28,10.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5159.66,85.07,1009.55,453.0915176284844,386.9379020992105,420.08,84666954.0457088,9.5,26.93365085458124,547.5006198312499,238035.3999953564,0.95,141.55
6509.26,6.0,64.0,30.830751745764765,30.830751745764765,0.0,0.02,0.06,0.52,0.3,0.48,0.0,0.0,1.27,1.94,7.86,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5454.32,119.34,1115.37,513.0133729615328,445.11083979701,560.64,84666954.04607691,9.5,29.55537479094509,629.7517121773989,282234.9030887805,0.86,141.55
4061.38,6.0,64.0,23.64333588236856,23.64333588236856,0.0,0.01,0.08,0.5,0.31,0.5,0.0,0.0,1.15,1.92,5.43,13.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3766.27,56.12,1069.35,300.49638275823764,341.9307217583873,406.44,84666954.0463643,9.5,22.962015789317817,482.5366906278164,163069.16848723663,0.87,141.55
2760.22,6.0,64.0,19.454884156475064,19.454884156475064,0.0,0.1,0.02,0.4,0.21,0.6,0.0,0.0,0.83,1.99,3.91,12.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3391.69,132.86,972.78,344.33574577770014,282.19972420422886,312.92,84666954.04673098,9.5,22.63482564399567,399.49694461037774,138211.17727807598,0.9,141.55
10203.92,6.0,64.0,30.450811173662103,30.450811173662103,0.0,0.0,0.03,0.5,0.2,0.5,0.0,0.0,0.95,1.97,8.87,18.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6382.67,171.88,1136.92,603.2068735253824,408.3420701756523,653.0,84666954.04720922,9.5,31.128420342812905,577.1880989741672,256640.7302242659,0.79,141.55
13486.22,6.0,64.0,37.52584714450772,37.52584714450772,0.0,0.03,0.0,0.43,0.36,0.57,0.0,0.0,1.47,2.0,9.2,26.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6171.7,255.61,1190.59,654.6730718990333,365.3129776339717,529.23,84666954.04781595,9.5,33.37183944247577,516.5699742183889,199416.32434250743,0.89,141.55
6055.75,6.11,64.0,26.970016210189105,26.970016210189105,0.0,0.0,0.0,0.49,0.35,0.5,0.0,0.0,1.24,1.98,5.93,19.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,6360.99,235.11,1044.88,659.0912364532182,295.23017121985043,596.0,84666954.04879607,9.5,32.17363958635405,412.4378021447434,153378.47488780227,0.68,141.55
7904.2,6.0,64.0,27.33715805513997,27.33715805513997,0.0,0.02,0.01,0.6,0.2,0.4,0.0,0.0,0.93,1.99,7.88,16.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5636.11,237.98,1397.92,617.4981347536193,467.6661847838006,456.01,84666954.04904854,9.5,32.66055056678724,660.9786584069208,284243.6875147073,0.83,141.55
6247.54,6.0,64.0,25.526039798897912,25.526039798897912,0.0,0.08,0.01,0.48,0.31,0.52,0.0,0.0,1.09,1.99,5.41,18.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2989.18,84.51,576.85,243.3129935954568,191.99434027716703,355.9,84666954.04948817,9.5,19.28684345508858,271.5473857790635,101953.01807096724,0.8,141.55
10638.02,6.0,64.0,33.109752080773006,33.109752080773006,0.0,0.02,0.02,0.53,0.24,0.46,0.0,0.0,0.91,1.99,10.24,21.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4322.44,55.64,826.68,336.7474763263052,314.5585444429403,482.08,84666954.04980345,9.5,22.69408864654176,445.0590797750455,189063.1512349228,0.8,141.55
11753.65,6.0,64.0,34.01409972635342,34.01409972635342,0.0,0.01,0.07,0.56,0.23,0.42,0.0,0.0,0.91,1.98,10.92,24.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5497.2,186.98,1046.8,583.0742404057071,351.66483935847924,490.01,84666954.05061892,9.5,30.151882270780693,497.0022066423492,204081.5380740057,0.64,141.55
8967.38,6.0,64.0,22.079690900234937,22.079690900234937,0.0,0.01,0.39,0.23,0.2,0.47,0.0,0.0,0.67,2.0,5.73,14.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3180.45,82.82,834.46,309.4029149536824,270.0226453137104,359.71,84666954.05105105,9.5,22.29717355413297,380.9822656668204,133252.32994368378,0.91,141.55
9588.67,6.0,64.0,34.1324450820291,34.1324450820291,0.0,0.01,0.01,0.39,0.23,0.61,0.0,0.0,1.42,1.99,11.07,23.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4226.34,129.58,1069.4,417.0586501134745,349.6535901234185,391.97,84666954.05128938,9.5,25.439470220186795,493.2913605602285,188646.99459846705,0.78,141.55
4446.68,6.0,64.0,25.728833489830425,25.728833489830425,0.0,0.1,0.04,0.14,0.66,0.83,0.0,0.0,1.39,1.99,6.74,18.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2712.62,91.54,660.33,264.6324528084144,183.64805949806035,246.82,84666954.05160397,9.5,21.9438346073672,259.8693394392622,69054.3850860107,0.91,141.55
6832.72,6.0,64.0,25.529465132592502,25.529465132592502,0.0,0.01,0.02,0.49,0.2,0.51,0.0,0.0,0.75,1.98,6.7,18.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1944.76,54.32,387.49,145.39839135524778,142.32845876239645,226.62,84666954.05219546,9.5,15.114237149617852,201.55991791812284,87430.10083348917,0.68,141.55
19265.88,6.0,64.0,39.80034408317236,39.80034408317236,0.0,0.01,0.01,0.24,0.41,0.76,0.0,0.0,0.94,1.99,12.31,28.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8230.44,85.38,1342.24,750.2930353316275,560.8538047441027,783.32,84666954.05288102,9.5,37.15459760768599,793.5501927037344,368484.9095012839,0.92,141.55
9295.44,6.0,64.0,25.22974193982237,25.22974193982237,0.0,0.01,0.0,0.0,0.41,1.0,0.0,0.0,1.11,2.0,7.08,18.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6105.34,216.31,1029.62,608.6222053842271,314.9697286117541,597.19,84666954.05379456,9.5,30.82972833368311,442.4066777716153,161113.15198098443,0.8,141.55
18175.74,6.0,64.0,41.700063144101726,41.700063144101726,0.0,0.02,0.0,0.42,0.3,0.58,0.0,0.0,1.09,2.0,12.11,32.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7328.2,71.16,1169.7,613.9484042974138,445.2197521109,734.25,84666954.05446476,9.5,32.25259762940348,629.2800584624289,264099.8228186335,0.77,141.55
16376.88,6.0,64.0,33.546437417444466,33.546437417444466,0.0,0.03,0.06,0.54,0.21,0.41,0.0,0.0,1.03,1.99,9.06,25.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4682.89,78.97,840.57,429.1759827726882,310.573673436118,495.97,84666954.05515017,9.5,25.207433737668698,438.3310601053847,185924.3792154235,0.68,141.55
8551.22,6.0,64.0,25.72374953967812,25.72374953967812,0.0,0.02,0.01,0.32,0.36,0.67,0.0,0.0,0.98,2.0,6.51,19.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4503.67,101.2,904.48,386.6518764898242,333.9065265908071,513.2,84666954.05579674,9.5,24.715602114908243,472.3200268681282,201370.2949737984,0.81,141.55
17610.38,6.0,64.0,36.02552703965196,36.02552703965196,0.0,0.0,0.0,0.26,0.42,0.74,0.0,0.0,1.13,2.0,7.08,32.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7473.34,175.71,1213.21,722.5217100087734,448.17029273906746,682.47,84666954.05634269,9.5,35.30607326482166,633.9414424108276,277513.1879399109,0.91,141.55
4396.62,6.11,64.0,20.551523689579923,20.551523689579923,0.0,0.0,0.02,0.26,0.64,0.73,0.0,0.0,1.29,1.96,5.56,15.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,2999.27,109.55,541.4,263.0751838920024,160.8458226840752,263.27,84666954.05667128,9.5,21.23220586745872,227.68538090274168,80370.19636798918,0.75,141.55
8862.48,6.0,64.0,29.772969416679693,29.772969416679693,0.0,0.01,0.11,0.55,0.16,0.44,0.0,0.0,1.07,1.9,8.48,21.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2248.63,55.46,470.77,159.56521439203212,158.2716180353292,359.64,84666954.05717844,9.5,15.7270423133508,221.5130760087412,86407.17053846903,0.89,141.55
4578.91,6.0,64.0,20.61691199400189,20.61691199400189,0.0,0.0,0.02,0.65,0.18,0.35,0.0,0.0,0.93,1.98,7.19,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4148.87,143.22,730.36,428.353474486298,244.1806222430496,380.84,84666954.05769067,9.5,24.22604418100217,343.4296036374464,143288.95501029905,0.74,141.55
9152.52,6.0,64.0,24.58079518697096,24.58079518697096,0.0,0.01,0.01,0.08,0.58,0.91,0.0,0.0,0.8,2.0,6.84,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4653.76,151.82,1041.44,488.7476696683521,381.4545803894323,422.45,84666954.05809478,9.5,28.76912920599771,539.1778082996224,231361.2804026189,0.78,141.55
13481.68,6.0,64.0,28.10164023233823,28.10164023233823,0.0,0.0,0.0,0.1,0.4,0.9,0.0,0.0,0.82,2.0,8.15,23.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8532.59,367.77,1428.36,835.9146522272018,435.6440800153515,823.4,84666954.05876909,9.5,38.75006786179745,616.6439595134801,254584.4155705936,0.86,141.55
5418.15,6.0,64.0,17.906182741856618,17.906182741856618,0.0,0.0,0.01,0.66,0.17,0.34,0.0,0.0,0.85,1.75,7.43,26.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2967.07,55.2,1041.28,241.7207651803391,362.1264359201131,303.95,84666954.05916578,9.5,20.60653736056705,512.8272529636076,199370.76725708964,0.71,141.55
8008.35,6.0,65.91,21.40858938238639,21.40858938238639,0.0,0.0,0.0,0.44,0.34,0.56,0.0,0.0,0.85,1.98,6.64,16.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6965.72,331.67,1382.86,738.65717400947,408.9808556139381,535.37,84666954.0599113,9.5,35.72503296154814,578.7813019899586,228731.99264436908,0.8,141.55
5889.81,6.0,64.0,21.051123704808223,21.051123704808223,0.0,0.03,0.02,0.33,0.17,0.65,0.0,0.0,0.85,2.0,7.05,15.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2611.39,57.08,537.74,197.93532428493413,191.1053396482902,308.74,84666954.06069416,9.5,17.695769930126673,270.01912272379644,106655.17779892164,0.89,141.55
12024.6,6.0,64.0,29.34696014192244,29.34696014192244,0.0,0.0,0.0,0.05,0.7,0.95,0.0,0.0,1.09,2.0,10.35,23.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7033.93,268.64,1349.12,708.5893902241547,421.7144583749427,607.41,84666954.06124747,9.5,35.939606538903405,596.7205664199876,234760.4965591852,0.83,141.55
4556.46,6.0,64.0,21.2228261935888,21.2228261935888,0.0,0.0,0.11,0.47,0.33,0.52,0.0,0.0,0.89,1.9,7.75,14.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2267.58,80.92,780.99,217.5818681738797,238.23500307544808,214.14,84666954.06152037,9.5,19.13113376616198,335.1078124735974,112760.94916061596,0.86,141.55
8411.1,6.0,64.0,24.302402129577608,24.302402129577608,0.0,0.04,0.0,0.31,0.22,0.69,0.0,0.0,0.73,2.0,6.54,21.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4704.02,152.44,765.34,475.3940736545875,239.91329791445,421.96,84666954.0622707,9.5,25.93741798741324,338.45136198209025,127778.18149785478,0.67,141.55
13972.06,6.0,64.0,26.24352493494593,26.24352493494593,0.0,0.01,0.07,0.2,0.37,0.78,0.0,0.0,0.88,1.95,7.43,23.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5287.82,76.58,1227.71,479.02160013009,484.30525432267945,488.61,84666954.06289834,9.5,29.049340768598,685.3611844412558,301713.3546005168,0.9,141.55
15136.35,6.0,64.0,30.327996013173703,30.327996013173703,0.0,0.01,0.1,0.12,0.55,0.78,0.0,0.0,0.83,2.0,11.65,24.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4362.72,126.53,938.87,431.48529409642646,319.29894562248063,409.19,84666954.0633598,9.5,27.47257576273265,451.8888032449647,175775.65559369774,0.82,141.55
7461.95,6.0,64.0,23.297859116308405,23.297859116308405,0.0,0.01,0.08,0.16,0.48,0.81,0.0,0.0,0.81,1.95,7.69,18.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6182.22,138.8,1217.94,579.6446261956996,428.9475396182825,578.15,84666954.06376143,9.5,32.09365805862534,606.749378406858,238913.37791858256,0.95,141.55
7904.85,6.0,64.0,24.5575279500992,24.5575279500992,0.0,0.04,0.11,0.27,0.53,0.71,0.0,0.0,1.27,1.92,7.34,18.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2226.33,118.51,573.38,236.001838891286,164.2957598654331,233.9,84666954.06422965,9.5,19.963997663642733,232.73895939184465,78363.58322554523,0.7,141.55
8775.64,6.0,64.0,22.570104343377107,22.570104343377107,0.0,0.01,0.04,0.35,0.32,0.63,0.0,0.0,1.01,1.98,7.47,18.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3618.97,70.95,871.49,299.79864206712614,319.2842295741689,408.3,84666954.06450395,9.5,22.380382500546343,451.8299706504741,182231.73872100163,0.85,141.55
8153.78,6.0,64.0,21.77626075225827,21.77626075225827,0.0,0.0,0.11,0.45,0.23,0.55,0.0,0.0,1.03,1.89,6.63,18.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5905.73,160.26,1014.22,556.8237025324606,343.5872442288848,525.65,84666954.06505491,9.5,29.468314294488888,486.16884574255056,193230.1721306824,0.77,141.55
3353.16,6.0,64.0,15.747180594236047,15.747180594236047,0.0,0.0,0.03,0.94,0.02,0.06,0.0,0.0,0.97,1.97,6.57,9.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,847.7,54.0,298.62,72.7575731976142,62.807398355889,92.02,84666954.06527622,9.5,11.712191683185324,89.05242991430033,23240.90750074852,0.31,141.55
5845.89,6.0,64.0,24.34785919435324,24.34785919435324,0.0,0.01,0.05,0.25,0.49,0.74,0.0,0.0,0.87,1.96,10.83,17.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6272.61,208.11,1244.94,660.6157727890015,412.8142787890402,599.05,84666954.06592955,9.5,33.7610392161831,583.8595308337002,229548.4425769303,0.79,141.55
7443.32,6.0,64.0,26.437554535420727,26.437554535420727,0.0,0.0,0.0,0.22,0.65,0.78,0.0,0.0,1.0,2.0,10.81,21.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3658.57,143.69,686.03,347.02842730579533,207.36324263920503,412.0,84666954.06624435,9.5,24.384738612913644,292.11389404107865,107148.9265608077,0.63,141.55
6807.47,6.0,64.0,21.577636385415744,21.577636385415744,0.0,0.0,0.02,0.49,0.38,0.5,0.0,0.0,0.92,1.99,8.14,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2653.65,72.48,723.47,223.6216122295317,236.42644487155883,364.92,84666954.06658173,9.5,19.76532446169455,333.83608534021806,104926.6743734549,0.76,141.55
4864.69,6.0,64.0,18.68759080987729,18.68759080987729,0.0,0.0,0.12,0.45,0.26,0.54,0.0,0.0,0.74,1.89,6.78,12.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3293.93,87.61,847.26,304.032088778138,273.0540140598042,322.38,84666954.06676511,9.5,22.170016758452867,386.5324987545098,125743.70370023132,0.89,141.55
